provider-name,street,city,state,country,number,website link,in this location
ARKANSAS CHILDREN'S HOSPITAL , 1 CHILDRENS WAY # 201, LITTLE ROCK,Arkansas, United States     ,(501) 364-2656,https://archildrens.org,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Advanced Aesthetics of Arkansas , 9500 KANIS RD STE 502, LITTLE ROCK,Arkansas, United States     ,(501) 537-0130,https://www.arkansasplasticsurgery.com,"VelaShape ® , Gentle Pro ™  Series, Vbeam ®  Perfecta"
Dr. Suzanne W. Yee , 12600 CANTRELL RD STE 100, LITTLE ROCK,Arkansas, United States     ,(501) 224-1044,http://www.drsuzanneyee.com/,"PicoWay ® , Vbeam ®  Perfecta"
LEXINGTON PLASTIC SURGEONS ," 175 SW 7TH STREETSUITE 1710", MIAMI,Florida, United States     ,(305) 704-7047,,
Skin and Cancer Associates Baumann Cosmetic and Research institute , 4500 BISCAYNE BLVD STE 101, MIAMI,Florida, United States     ,(305) 532-5552,https://www.derm.net,"Gentle Pro ™  Series, VelaShape ® , CO2RE ® , Vbeam ®  Perfecta"
DermCare Management LLC , 221 ARAGON AVE FL 1, CORAL GABLES,FLORIDA, United States     ,(954) 456-5050,https://aventuradermatology.com/,Vbeam ®  Perfecta
DermCare Management LLC , 4308 ALTON RD STE 750, MIAMI BEACH,FLORIDA, United States     ,(954) 456-5050,https://aventuradermatology.com/,Vbeam ®  Perfecta
Azala Skin Clinic , 3444 MAIN HWY, MIAMI,FLORIDA, United States     ,(786) 558-0566,,
"Bay Pointe Dermatology & Cosmetic Center, P.A. ", 3850 BIRD RD STE 104, MIAMI,Florida, United States     ,(305) 669-8337,https://drjanicelimamaribona.com,"Gentle Pro ™  Series, Exceed ™ , Vbeam ®  Perfecta, Matrix ™"
Skin Associates of South Florida , 4425 PONCE DE LEON BLVD STE 200, CORAL GABLES,Florida, United States     ,(305) 443-6606,https://www.skinassociatesfl.com,Vbeam ®  Perfecta
Dr. Mariela Cogorno , 6705 RED RD, Coral Gables,Florida, United States     ,(786) 327-3335,https://cogornomd.com,"Nordlys ™ , Gentle Pro ™  Series, PicoWay ® , Vbeam ®  Perfecta"
Mayoral Dermatology , 6705 RED ROAD, Coral Gables,Florida, United States     ,(305) 665-6166,https://www.MayoralDerm.com,Vbeam ®  Perfecta
Nicklaus Children's Hospital , 3100 SW 62ND AVE, Miami,Florida, United States     ,(305) 669-7112,https://www.MCH.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Sunset Dermatology Skin, Laser and Vein Center ", 6310 SUNSET DR, MIAMI,Florida, United States     ,(305) 669-2799,https://www.sunsetdermatology.com,"Vbeam ®  Perfecta, Gentle Pro ™  Series, Profound ™ , PicoWay ® , CO2RE ®"
"South Miami Dermatology, P.A. ", 6351 SUNSET DR STE 200, MIAMI,Florida, United States     ,(305) 667-5480,https://www.southmiamidermatology.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"Diane Walder MD, PA ", 1111 KANE CONCOURSE, BAY HARBOR ISLANDS,Florida, United States     ,(305) 866-2177,https://dianewaldermd.com,"Vbeam ®  Perfecta, Nordlys ™ , Profound ™ , PicoWay ® , Matrix ™ , VelaShape ® , CO2RE ®"
Ciocca Dermatology , 7800 SW 87TH AVE STE A-100, MIAMI,Florida, United States     ,(305) 273-7998,https://www.cioccadermatology.com/,"Gentle Pro ™  Series, CO2RE ® , Vbeam ®  Perfecta"
Judith Crowell MD & Associates , 7800 SW 87TH AVE STE C-300, MIAMI,Florida, United States     ,(305) 274-0221,http://www.miamicosmeticderm.com,Vbeam ®  Perfecta
Miami Dermatology & Laser Research , 7800 SW 87TH AVE STE B200, MIAMI,Florida, United States     ,(305) 279-6060,http://www.miamidermlaser.com/,"Nordlys ™ , Gentle Pro ™  Series, Vbeam ®  Perfecta, Vbeam ®  Prima"
PHOENIX CHILDREN'S HOSPITAL , 2700 N 18TH PL, PHOENIX,Arizona, United States     ,(602) 546-1000,,
The Skin Bar LLC , 2601 N 3RD ST STE 302, PHOENIX,Arizona, United States     ,(786) 296-9937,,
"SMIDT, RIDGE ", 1626 South Edward Drive, Tempe,Arizona, United States     ,,,
Paradise Valley Dermatology , 12251 N 32ND ST STE 12, PHOENIX,Arizona, United States     ,(602) 971-0950,https://www.pvdermatology.net,"Gentle Pro ™  Series, Vbeam ®  Perfecta, PicoWay ®"
Banner Health , 1400 S DOBSON RD, MESA,Arizona, United States     ,,,
Center for Aesthetic & Laser Medicine , 10900 N SCOTTSDALE RD STE 201, SCOTTSDALE,ARIZONA, United States     ,(602) 445-5569,https://usdermpartners.com,Vbeam ®  Perfecta
Dermatology & Skin Surgery Specialists of Arizona , 8415 N PIMA RD STE 212, SCOTTSDALE,Arizona, United States     ,(480) 434-6600,http://www.skinspecialistsofaz.com/,Vbeam ®  Perfecta
"Dr. Garron R Hale, M.D. - Scottsdale North Obstetrics, Gynecology & Wellness Center ", 9070 E DESERT COVE STE A-103, SCOTTSDALE,Arizona, United States     ,(480) 946-4774,http://croptool.com/garronrhalemd/,Vbeam ®  Perfecta
Spectrum Dermatology , 9500 E IRONWOOD SQUARE DR STE 110, SCOTTSDALE,Arizona, United States     ,(480) 948-8400,https://www.spectrumdermatology.com,Vbeam ®  Perfecta
North Valley Dermatology , 14155 N 83RD AVE STE 110, PEORIA,Arizona, United States     ,(623) 215-0911,https://Northvalleydermatology.com,Vbeam ®  Perfecta
Platinum Dermatology Partners , 14275 N 87TH ST STE 110, SCOTTSDALE,ARIZONA, United States     ,,,
KAISER PERMANENTE , 1375 E 20TH AVE, Denver,Colorado, United States     ,(720) 536-7773,https://kp.org,Vbeam ®  Perfecta
MULDROW DERMATOLOGY , 1601 East 19th Aveue Suite 4450, Denver,Colorado, United States     ,(303) 830-2900,,
Denver Dermatology Consultants , 2970 QUEBEC ST STE 200, DENVER,Colorado, United States     ,(303) 426-4525,http://denverderm.com/,Vbeam ®  Perfecta
Advanced Dermatology & Cosmetic Surgery - Denver E Havard Ave , 950 E HARVARD AVE STE 440, DENVER,Colorado, United States     ,(303) 744-2704,,
"Cara Mia Medical Spa, P.C. ", 13701 E MISSISSIPPI AVE STE 320, AURORA,Colorado, United States     ,(303) 350-4500,https://www.caramiadayspa.com,Vbeam ®  Perfecta
CHCO Dermatology Clinic Anschutz , 13123 E 16TH AVE, AURORA,Colorado, United States     ,(720) 777-1234,https://childrenscolorado.org,"Vbeam ®  Perfecta, Vbeam ®  Prima"
About Skin Dermatology and DermSurgery PC , 5340 S QUEBEC ST STE 300S, GREENWOOD VILLAGE,Colorado, United States     ,(303) 756-7546,http://www.aboutskinderm.com/,"Vbeam ®  Perfecta, CO2RE ®"
"Smooth Skin Centers, Inc ", 7777 E HAMPDEN AVE STE 130, DENVER,Colorado, United States     ,(303) 750-3100,https://smoothskincenters.net,Vbeam ®  Perfecta
KAISER PERMANENTE , 5555 E ARAPAHOE RD, CENTENNIAL,Colorado, United States     ,(720) 536-7773,https://kp.org,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Dermatology Specialists , 905 W 124TH AVE STE 170, Westminster,Colorado, United States     ,(303) 442-6647,https://dsderm.com/,Vbeam ®  Perfecta
"B & T MEDICAL SERVICES, INC. ", 1721 E 19TH AVE STE 338, DENVER,Colorado, United States     ,,,
Colorado Skin and Vein , 195 INVERNESS DR W STE 110, ENGLEWOOD,Colorado, United States     ,(303) 683-3235,https://www.coloradoskinandvein.com/,"Vbeam ®  Perfecta, Vbeam ®  Prima, Profound ™"
Lone Tree Facial Plastic & cosmetic surgery ," RICH SCHALER, M.D. 9218 Kimmer Drive Suite 201", Lone Tree,Colorado, United States     ,(303) 788-6632,http://lonetreefacial.com/contact-us/,Vbeam ®  Perfecta
ST. LUKE'S REGIONAL MED CTR , 333 N 1ST ST STE 110, BOISE,Idaho, United States     ,,,
Idaho Dermatology Mohs Collective , 3668 N HARBOR LN, BOISE,IDAHO, United States     ,(208) 340-0885,,
"NEW GENERATION LASER, LLC ", 10798 W. Overland Road, Boise,Idaho, United States     ,,,
Ada West Dermatology , 4574 N TEN MILE RD, MERIDIAN,Idaho, United States     ,(208) 884-3376,http://www.adawestdermatology.com/,Vbeam ®  Perfecta
Cosmetic & Laser Surgery Center , 1003 BISHOP ST STE 390, HONOLULU,Hawaii, United States     ,(808) 538-0123,http://drherbich.com/,"Vbeam ®  Perfecta, Gentle Pro ™  Series"
Kitagawa Dermatology - Kory Kitagawa MD , 321 N KUAKINI ST STE 610, HONOLULU,Hawaii, United States     ,(808) 533-4434,http://www.kitagawadermatology.com,"PicoWay ® , Profound ™ , Gentle Pro ™  Series, Vbeam ®  Perfecta, VelaShape ®"
Tripler Army Medical Center - Fort Shafter , 161 KRUKOWSKI RD UPPER LEVEL BUILDING 161, Honolulu,Hawaii, United States     ,(301) 346-2661,,
Tripler Army Medical Center - Fort Shafter , 1 JARRETT WHITE RD, Tripler Army Medical Center,Hawaii, United States     ,(301) 346-2661,,
Lexington Plastic Surgeons , 550 PEACHTREE ST NE STE 1575, ATLANTA,Georgia, United States     ,(212) 223-0716,https://lexingtonplasticsurgeons.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Dermatology Affiliates PC , 691 14TH ST NW, Atlanta,Georgia, United States     ,(404) 816-7900,http://dermatologyaffiliates.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
KAISER PERMANENTE GEORGIA , 1745 PTREE ST NE NE STE, ATLANTA,Georgia, United States     ,,,
KAISER PERMANENTE GEORGIA , 1745 PEACHTREE ST NE, ATLANTA,Georgia, United States     ,,,
Dermatology Associates of Georgia , 2061 PEACHTREE RD NE STE 400, ATLANTA,GEORGIA, United States     ,,,
CHILDREN'S HEALTHCARE-ATLANTA , 1405 CLIFTON RD NE, ATLANTA,Georgia, United States     ,(404) 785-4869,https://choa.org,Vbeam ®  Perfecta
CHILDREN'S HOSPITAL OF ATLANTA , 1405 CLIFTON RD NE, ATLANTA,Georgia, United States     ,,,
The Emory Clinic , 1525 CLIFTON RD NE FL 3, Atlanta,Georgia, United States     ,(404) 778-6070,http://www.emoryhealthcare.org,"Vbeam ®  Perfecta, CO2RE ®"
Peachtree Dermatology , 371 E PACES FERRY RD NE STE 900, ATLANTA,Georgia, United States     ,(404) 355-1919,http://www.peachtreedermatology.com/,Vbeam ®  Perfecta
Dermatology Affiliates PC , 3131 MAPLE DR NE STE 102, ATLANTA,Georgia, United States     ,(404) 816-7900,http://dermatologyaffiliates.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
CHILDREN'S HOSPITAL OF ATLANTA , 1537 NORTHEAST EXPY NE, ATLANTA,GEORGIA, United States     ,,,
Atlanta Dermatology , 1218 W PACES FERRY RD NW STE 200, ATLANTA,Georgia, United States     ,(404) 525-7409,http://www.atlantadermatology.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
TUXEDO AESTHETIC SURGERY CENTER , 4684 Roswell Road  Ste A, Atlanta,Georgia, United States     ,(404) 812-0211,http://www.christyhowellmedicalaesthetics.com/booking/?sid=0&guid=5c2863a4-afe4-4b22-b740-9a842a8cbf63,Vbeam ®  Perfecta
CHILDREN'S HEALTHCARE-ATLANTA , 1001 JOHNSON FERRY RD, Atlanta,Georgia, United States     ,(404) 785-4869,https://choa.org,Vbeam ®  Perfecta
"Forefront Management, LLC ", 5505 PEACHTREE DUNWOODY RD STE 410, Atlanta,Georgia, United States     ,(920) 663-2886,https://forefrontdermatology.com,Vbeam ®  Perfecta
Dermatology Associates of Atlanta , 5555 PEACHTREE DUNWOODY RD STE 190, ATLANTA,Georgia, United States     ,(404) 256-4457,http://www.dermatlanta.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta, PicoWay ® , Vbeam ®  Prima"
CHILDREN'S HEALTHCARE-ATLANTA , 5445 MERIDIAN MARK RD STE 370, Atlanta,Georgia, United States     ,(404) 785-4869,https://choa.org,Vbeam ®  Perfecta
Gardner Dermatology & Med Spa , 2550 WINDY HILL RD SE STE 200, Marietta,Georgia, United States     ,(850) 252-4404,https://www.gardnerdermatology.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
INTERNATIONAL CENTER FOR FOOT AND ANKLE SURGERY , 2520 WINDY HILL RD SE STE 105, Marietta,Georgia, United States     ,(678) 860-7846,,
Dermatology Solutions Group , 4360 CHAMBLEE DUNWOODY RD STE 260, Atlanta,Georgia, United States     ,(850) 233-3376 x 1072,http://dermsolutionsgroup.com/,Vbeam ®  Perfecta
INTERNATIONAL CENTER FOR FOOT AND ANKLE SURGERY , 7130 MOUNT ZION BLVD STE 14, JONESBORO,Georgia, United States     ,(678) 860-7846,,
Dermatology Affiliates PC , 4939 LOWER ROSWELL RD STE 104A, Marietta,Georgia, United States     ,(404) 816-7900,http://dermatologyaffiliates.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Loyola University Health System , 2160 S 1ST AVE, Maywood,Illinois, United States     ,(708) 485-1020,https://lumc.edu,Vbeam ®  Perfecta
Loyola University Health System , 321 N LA GRANGE RD, LA GRANGE PARK,Illinois, United States     ,(708) 485-1020,https://lumc.edu,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Dermatology Associates of La Grange , 5201 WILLOW SPRINGS RD STE 430, LA GRANGE HIGHLANDS,Illinois, United States     ,(708) 482-3213,http://www.dermlagrange.com/,Vbeam ®  Perfecta
Children's Hospital of Chicago , 2301 ENTERPRISE DR, WESTCHESTER,Illinois, United States     ,(708) 836-4900,https://luriechildrens.org,Vbeam ®  Perfecta
Illinois Dermatology Institute , 901 N ELM ST STE 250, Hinsdale,Illinois, United States     ,(847) 675-9711,https://www.idi-skokie.com,Vbeam ®  Perfecta
Jesse Brown VA Medical Center , 820 S DAMEN AVE, CHICAGO,ILLINOIS, United States     ,(312) 569-6973,,
Cook County Health & Hospital System , 1950 W POLK ST, Chicago,Illinois, United States     ,312-864-0477,https://cookcountyhhs.org,Vbeam ®  Perfecta
Rush University Medical Center , 711 S PAULINA ST, CHICAGO,ILLINOIS, United States     ,(312) 942-2195,https://rush.edu,Vbeam ®  Perfecta
Summit Dermatology & Aesthetic Surgery , 1210 S SUMMIT AVE, OAKBROOK TERRACE,Illinois, United States     ,(630) 282-6004,https://www.oakbrookdermatology.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Northwestern Medicine , 4445 W IRVING PARK RD, CHICAGO,ILLINOIS, United States     ,(312) 695-6647,https://ge.com,Vbeam ®  Perfecta
Northwestern Medicine Group , 1460 N HALSTED ST, CHICAGO,ILLINOIS, United States     ,(312) 926-3627,http://www.nmpg.com/dermatology,Vbeam ®  Perfecta
Medical Dermatology Associates of Chicago , 363 W ERIE ST STE 350, CHICAGO,Illinois, United States     ,(312) 995-1955,http://www.dermchicago.com/contact,"Nordlys ™ , Vbeam ®  Perfecta"
Children's Hospital of Chicago , 2345 N LINCOLN AVE, CHICAGO,Illinois, United States     ,(708) 836-4900,https://luriechildrens.org,Vbeam ®  Perfecta
Northwestern Medicine , 676 N SAINT CLAIR ST STE 1600, Chicago,Illinois, United States     ,(312) 695-6647,https://ge.com,"CO2RE ® , Profound ™ , Vbeam ®  Perfecta"
"CHICAGO LAKESHORE MEDICAL ASSOCIATES, LTD. ", 676 N SAINT CLAIR ST STE 2000, CHICAGO,Illinois, United States     ,(312) 926-9719,,
Physicians Laser & Dermatology Institute , 150 E HURON ST STE 1050, CHICAGO,Illinois, United States     ,(312) 280-0890,http://chicagolaserdermatology.com/,"VelaShape ® , Vbeam ®  Perfecta"
Children's Hospital of Chicago , 200 E SUPERIOR ST, CHICAGO,Illinois, United States     ,(708) 836-4900,https://luriechildrens.org,Vbeam ®  Perfecta
Northwestern Medicine , 240 E ONTARIO ST, CHICAGO,ILLINOIS, United States     ,(312) 695-6647,https://ge.com,Vbeam ®  Perfecta
Northwestern Medicine , 259 E ERIE ST STE 2020, CHICAGO,ILLINOIS, United States     ,(312) 695-6647,https://ge.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
Northwestern Memorial Hospital , 259 E ERIE ST FL 22 STE 2250, Chicago,Illinois, United States     ,(312) 926-2000,,
Duly Aesthetics , 1801 S HIGHLAND AVE STE L40, LOMBARD,Illinois, United States     ,(630) 286-5050,https://www.dmgaesthetics.com,Vbeam ®  Perfecta
D & A Dermatology Medical and Aesthetic Skincare , 680 N LAKE SHORE DR STE 930, Chicago,Illinois, United States     ,(312) 861-3911,http://www.dnadermatology.com,Vbeam ®  Perfecta
The Skin Care Center , 3000 N HALSTED ST STE 320, CHICAGO,Illinois, United States     ,(847) 234-6121,https://www.skincarectr.com,Vbeam ®  Perfecta
Innovative Dermatology , 3000 N HALSTED ST STE 620, CHICAGO,Illinois, United States     ,(773) 871-7000,http://www.innovativedermatology.com,"CO2RE ® , Gentle Pro ™  Series, Vbeam ®  Perfecta"
DOCS Dermatology LLC , 3000 N HALSTED ST, CHICAGO,ILLINOIS, United States     ,Visit Website,,
Northwestern Medicine , 4732 N LINCOLN AVE, CHICAGO,Illinois, United States     ,(312) 695-6647,https://ge.com,Vbeam ®  Perfecta
The University of Chicago Medical Center , 5758 S MARYLAND AVE, Chicago,Illinois, United States     ,(773) 834-9057,https://uchospitals.edu,Vbeam ®  Perfecta
The University of Chicago Medical Center , 5841 S MARYLAND AVE, CHICAGO,Illinois, United States     ,(773) 834-9057,https://uchospitals.edu,Vbeam ®  Perfecta
"Agiliti Surgical, Inc ", 3010 WOODCREEK DR STE G, DOWNERS GROVE,Illinois, United States     ,(630) 663-5180,https://www.agilitihealth.com,Vbeam ®  Perfecta
Advocate Health Care , 1775 DEMPSTER ST, Park Ridge,Illinois, United States     ,(847) 723-2210,,
RENUKA H. BHATT , 10811 W 143RD ST STE 100, ORLAND PARK,Illinois, United States     ,(708) 226-0044,,
Duly Aesthetics , 199 TOWN SQ STE A, Wheaton,Illinois, United States     ,(630) 286-5050,https://www.dmgaesthetics.com,Vbeam ®  Perfecta
Illinois Dermatology Institute , 9711 SKOKIE BLVD STE J, SKOKIE,Illinois, United States     ,(847) 675-9711,https://www.idi-skokie.com,Vbeam ®  Perfecta
Dermatology and Dermatologic Surgery Center , 8131 UNIVERSITY BLVD, CLIVE,Iowa, United States     ,(515) 225-8180,http://www.doctorharlan.com/,Vbeam ®  Perfecta
University Health Dermatology Clinic , 2101 CHARLOTTE ST, KANSAS CITY,MISSOURI, United States     ,(816) 404-8160,,
"Glenn Goldstein, MD affiliated with The Dermatology and Skin Cancer Center ", 11550 GRANADA LANE, Leawood,Kansas, United States     ,(913) 451-7546,http://kcdermcenter.com,Vbeam ®  Perfecta
"Agiliti Surgical, Inc ", 10850 STRANG LINE RD, Lenexa,Kansas, United States     ,(630) 663-5180,https://www.agilitihealth.com,Vbeam ®  Perfecta
IUHP Dermatology , 550 UNIVERSITY BLVD, INDIANAPOLIS,INDIANA, United States     ,(317) 688-3780,http://dermatology.medicine.iu.edu/faculty/allison-kingsley-md/,Vbeam ®  Perfecta
Indiana University Health Gateway Plaza , 705 RILEY HOSPITAL DR, INDIANAPOLIS,Indiana, United States     ,(317) 948-1511,,
IUHP Dermatology , 702 BARNHILL DR RM 951, INDIANAPOLIS,Indiana, United States     ,(317) 688-3780,http://dermatology.medicine.iu.edu/faculty/allison-kingsley-md/,Vbeam ®  Perfecta
Eskenazi Health - Dermatology , 720 ESKENAZI AVE, INDIANAPOLIS,Indiana, United States     ,(317) 880-3737,http://www.eskenazihealth.edu/health-services/dermatology,Vbeam ®  Perfecta
ST. FRANCIS HOSPITAL , 8111 S EMERSON AVE, INDIANAPOLIS,Indiana, United States     ,,,
Indy Derm , 8936 SOUTHPOINTE DR STE B2, INDIANAPOLIS,Indiana, United States     ,(317) 502-7006,,
Richard Biggerstaff , 8040 CLEARVISTA PKWY STE 340, Indianapolis,Indiana, United States     ,(317) 621-2444,https://www.biggerstaffassociates.com,"Gentle Pro ™  Series, Profound ™ , Vbeam ®  Perfecta"
"William Hanke, MD ", 8925 N MERIDIAN ST STE 200, Indianapolis,Indiana, United States     ,(317) 660-4900,https://www.thelassi.com,Vbeam ®  Perfecta
Indianapolis Plastic Surgery Center , 9002 NORTH MERIDIAN SUITE 205, INDIANAPOLIS,Indiana, United States     ,(317) 434-1039,https://drchernoff.com,Vbeam ®  Perfecta
Ascension St. Vincent Hospital - Indianapolis , 2001 W 86TH ST, INDIANAPOLIS,Indiana, United States     ,(317) 407-9117,https://healthcare.ascension.org/Locations/Indiana/INEVA/Indianapolis-Ascension-St-Vincent-Hospital-Indianapolis,Vbeam ®  Perfecta
DERMATOLOGY INC. , 10465 E COUNTY ROAD 100 N, INDIANAPOLIS,INDIANA, United States     ,317-926-,https://dermatologyinc.com,Vbeam ®  Perfecta
IUHP Dermatology , 11590 N MERIDIAN ST, Carmel,Indiana, United States     ,(317) 688-3780,http://dermatology.medicine.iu.edu/faculty/allison-kingsley-md/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
"William Hanke, MD ", 13400 N MERIDIAN ST STE 290, Carmel,Indiana, United States     ,(317) 660-4900,https://www.thelassi.com,Vbeam ®  Perfecta
Booth Dermatology & Cosmetic Care Center , 12050 N MICHIGAN RD, zionsville,Indiana, United States     ,(317) 848-2427,http://www.boothdermatology.com/,Vbeam ®  Perfecta
"Optima Dermatology Partners, LLC ", 1100 SOUTHFIELD DR STE 1240, PLAINFIELD,Indiana, United States     ,(330) 965-8760,http://www.advancedderm.net/,Vbeam ®  Perfecta
Norton Healthcare Children's Hospital , 231 EAST CHESTNUT STREET, Louisville,Kentucky, United States     ,(502) 629-4878,https://louisville.edu,Vbeam ®  Perfecta
"Agiliti Surgical, Inc ", 3881 BUSINESS PARK DR, LOUISVILLE,KENTUCKY, United States     ,(630) 663-5180,https://www.agilitihealth.com,"CO2RE ® , Vbeam ®  Perfecta"
"Associates in Dermatology, PLLC-Aesthetic Alternatives ", 3810 SPRINGHURST BLVD, LOUISVILLE,Kentucky, United States     ,(502) 583-1749,http://www.associatesindermatology.com/,Vbeam ®  Perfecta
VitalSkin , 13802 LAKE POINT CIR STE 201, LOUISVILLE,Kentucky, United States     ,(502) 368-4133,http://www.bellapelledermatology.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
TULANE UNIVERSITY HOSPITAL AND CLINIC , 1415 Tulane Ave, New Orleans,Louisiana, United States     ,(504) 988-6300,https://tempsyneron-candela.com,Vbeam ®  Perfecta
Children's Hospital - New Orleans , 200 HENRY CLAY AVE, NEW ORLEANS,Louisiana, United States     ,504-896-9478,https://lcmchealth.org,Vbeam ®  Perfecta
Poole Dermatology - The Laser Centers of New Orleans , 111 VETERANS MEMORIAL BLVD STE 406, METAIRIE,Louisiana, United States     ,(504) 838-8225,https://pooledermatology.com,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
DERMATOLOGY ASSOCIATES , 50 SEWALL ST # 4, PORTLAND,Maine, United States     ,(207) 775-3526,,
Purely Skin , 350 COTTAGE RD, SOUTH PORTLAND,Maine, United States     ,207-450-1968,,
MaineHealth DBA MMP Dermatology , 1601 CONGRESS ST, PORTLAND,Maine, United States     ,616-481-4191,https://mmc.org,Vbeam ®  Perfecta
Cosmetic Enhancement  Center of New England , 1945 CONGRESS ST STE C STE 201, PORTLAND,Maine, United States     ,(207) 761-0177,https://www.cecofne.com,"Vbeam ®  Perfecta, Nordlys ™ , Exceed ™ , Profound ™ , Gentle Pro ™  Series, PicoWay ®"
"Intermed, P.A. ", 100 FODEN RD W BLDG, SOUTH PORTLAND,Maine, United States     ,207-523-3613,https://intermed.com,"Vbeam ®  Prima, Vbeam ®  Perfecta"
"Dermatology Associates,  LLC - Sabra Sullivan, MD, PhD, FAAD ", 501 MARSHALL ST STE 606, JACKSON,Mississippi, United States     ,(601) 355-8555,http://www.sabrasullivan.com,"CO2RE ® , Gentle Pro ™  Series, PicoWay ® , Vbeam ®  Perfecta"
Mississippi Dermatology Associates , 1006 TREETOPS BLVD STE 101, FLOWOOD,Mississippi, United States     ,601-939-0005,http://www.msderm.net/,Vbeam ®  Perfecta
"BELLE MEADE MEDICAL, LLC ", 108 BELLE MEADE PT, FLOWOOD,Mississippi, United States     ,(601) 992-7002,http://www.bellemeademedical.com/,"Gentle Pro ™  Series, Vbeam ®  Perfecta"
